callDateTime,priority,district,description,callNumber,incidentLocation,location
11/16/2017 07:42:00 PM,Medium,NE,BEHAVIOR CRISIS,P173202402,2800 KENTUCKY AV,"2800 KENTUCKY AV
BALTIMORE, MD
(39.324995, -76.572696)"
11/16/2017 07:27:00 PM,Medium,SW,BEHAVIOR CRISIS,P173202379,3300 ELGIN AV,"3300 ELGIN AV
BALTIMORE, MD
(39.313147, -76.672849)"
11/16/2017 07:27:00 PM,Medium,SW,BEHAVIOR CRISIS,P173202376,3300 ELGIN AV,"3300 ELGIN AV
BALTIMORE, MD
(39.313147, -76.672849)"
11/16/2017 07:21:00 PM,Medium,SW,BEHAVIOR CRISIS,P173202359,3300 ELGIN AV,"3300 ELGIN AV
BALTIMORE, MD
(39.313147, -76.672849)"
11/16/2017 06:22:00 PM,Medium,ED,BEHAVIOR CRISIS,P173202215,600 FALLSWAY,"600 FALLSWAY
BALTIMORE, MD
(39.29696, -76.610189)"
11/16/2017 06:11:00 PM,Medium,ED,BEHAVIOR CRISIS,P173202190,1600 BLK E MADISON ST,"1600 BLK E MADISON ST
BALTIMORE, MD
(39.299413, -76.59577)"
11/16/2017 05:30:00 PM,Medium,ED,BEHAVIOR CRISIS,P173202053,1600 E LANVALE ST,"1600 E LANVALE ST
BALTIMORE, MD
(39.309515, -76.596402)"
11/16/2017 05:25:00 PM,Medium,NW,BEHAVIOR CRISIS,P173202032,4200 PATTERSON AV,"4200 PATTERSON AV
BALTIMORE, MD
(39.354067, -76.704894)"
11/16/2017 02:42:00 PM,Medium,SW,BEHAVIOR CRISIS,P173201502,3200 BRIGHTON ST,"3200 BRIGHTON ST
BALTIMORE, MD
(39.305104, -76.671115)"
11/16/2017 01:16:00 PM,Medium,SD,BEHAVIOR CRISIS,P173201272,400 E JEFFREY ST,"400 E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
11/16/2017 11:23:00 AM,Medium,SW,BEHAVIOR CRISIS,P173201015,3300 BENSON AV,"3300 BENSON AV
BALTIMORE, MD
(39.267876, -76.67076)"
11/16/2017 10:54:00 AM,Medium,SW,BEHAVIOR CRISIS,P173200895,3800 FREDERICK AV,"3800 FREDERICK AV
BALTIMORE, MD
(39.281828, -76.679903)"
11/16/2017 10:17:00 AM,Medium,ED,BEHAVIOR CRISIS,P173200814,2400 E NORTH AV,"2400 E NORTH AV
BALTIMORE, MD
(39.31264, -76.583093)"
11/16/2017 09:50:00 AM,Medium,SW,BEHAVIOR CRISIS,P173200751,1800 BLOOMINGDALE RD,"1800 BLOOMINGDALE RD
BALTIMORE, MD
(39.30841, -76.670347)"
11/16/2017 08:04:00 AM,Medium,ND,BEHAVIOR CRISIS,P173200536,2500 W BELVEDERE AV,"2500 W BELVEDERE AV
BALTIMORE, MD
(39.352908, -76.666818)"
11/16/2017 07:51:00 AM,Medium,ND,BEHAVIOR CRISIS,P173200505,2400 W BELVEDERE AV,"2400 W BELVEDERE AV
BALTIMORE, MD
(39.354767, -76.662273)"
11/16/2017 05:56:00 AM,Medium,CD,BEHAVIOR CRISIS,P173200341,800 LINDEN AV,"800 LINDEN AV
BALTIMORE, MD
(39.298648, -76.62078)"
11/16/2017 06:03:00 AM,Medium,CD,BEHAVIOR CRISIS,P173200346,800 LINDEN AV,"800 LINDEN AV
BALTIMORE, MD
(39.298648, -76.62078)"
11/16/2017 12:52:00 AM,Medium,NW,BEHAVIOR CRISIS,P173200069,4000 NORFOLK AV,"4000 NORFOLK AV
BALTIMORE, MD
(39.323983, -76.685375)"
11/15/2017 11:36:00 PM,Medium,ED,BEHAVIOR CRISIS,P173192990,1800 ORLEANS ST,"1800 ORLEANS ST
BALTIMORE, MD
(39.295292, -76.591603)"
11/15/2017 11:51:00 PM,Medium,ED,BEHAVIOR CRISIS,P173193015,1800 ORLEANS ST,"1800 ORLEANS ST
BALTIMORE, MD
(39.295292, -76.591603)"
11/27/2017 08:40:00 PM,Medium,SW,BEHAVIOR CRISIS,P173312599,1800 POPLAR GROVE ST,"1800 POPLAR GROVE ST
BALTIMORE, MD
(39.308262, -76.665728)"
11/27/2017 08:16:00 PM,Medium,CD,BEHAVIOR CRISIS,P173312546,600 E FAYETTE ST,"600 E FAYETTE ST
BALTIMORE, MD
(39.29065, -76.607606)"
11/27/2017 07:30:00 PM,Medium,ND,BEHAVIOR CRISIS,P173312399,3100 ST PAUL ST,"3100 ST PAUL ST
BALTIMORE, MD
(39.326142, -76.615959)"
11/27/2017 05:26:00 PM,Medium,WD,BEHAVIOR CRISIS,P173312032,1400 SMITHSON ST,"1400 SMITHSON ST
BALTIMORE, MD
(39.300537, -76.64021)"
11/27/2017 05:05:00 PM,Medium,NE,BEHAVIOR CRISIS,P173311946,1400 KITMORE RD,"1400 KITMORE RD
BALTIMORE, MD
(39.351083, -76.594054)"
11/27/2017 04:29:00 PM,Medium,SD,BEHAVIOR CRISIS,P173311812,1700 RUSSELL ST,"1700 RUSSELL ST
BALTIMORE, MD
(39.273463, -76.62875)"
11/27/2017 02:41:00 PM,Medium,SD,BEHAVIOR CRISIS,P173311451,1500 RAMSAY ST,"1500 RAMSAY ST
BALTIMORE, MD
(39.283333, -76.640671)"
11/27/2017 02:32:00 PM,Medium,SW,BEHAVIOR CRISIS,P173311449,1800 POPLAR GROVE ST,"1800 POPLAR GROVE ST
BALTIMORE, MD
(39.308262, -76.665728)"
11/27/2017 12:08:00 PM,Medium,NW,BEHAVIOR CRISIS,P173311043,4500 PIMLICO RD,"4500 PIMLICO RD
BALTIMORE, MD
(39.34187, -76.666378)"
11/27/2017 08:49:00 AM,Medium,SD,BEHAVIOR CRISIS,P173310552,400 E JEFFREY ST,"400 E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
11/27/2017 08:01:00 AM,Medium,SW,BEHAVIOR CRISIS,P173310466,400 S CHAPELGATE LN,"400 S CHAPELGATE LN
BALTIMORE, MD
(39.279866, -76.698976)"
11/27/2017 07:43:00 AM,Medium,ED,BEHAVIOR CRISIS,P173310428,1000 FORREST ST,"1000 FORREST ST
BALTIMORE, MD
(39.300782, -76.607873)"
11/26/2017 11:27:00 PM,Medium,CD,BEHAVIOR CRISIS,P173302390,0 W LAFAYETTE AV,"0 W LAFAYETTE AV
BALTIMORE, MD
"
11/26/2017 10:32:00 PM,Medium,SE,BEHAVIOR CRISIS,P173302279,6400 HARTWAIT ST,"6400 HARTWAIT ST
BALTIMORE, MD
(39.274248, -76.536582)"
11/26/2017 05:09:00 PM,Medium,NW,BEHAVIOR CRISIS,P173301535,4500 PIMLICO RD,"4500 PIMLICO RD
BALTIMORE, MD
(39.34187, -76.666378)"
11/26/2017 04:53:00 PM,Medium,SW,BEHAVIOR CRISIS,P173301504,5100 GREENWICH AV,"5100 GREENWICH AV
BALTIMORE, MD
(39.290757, -76.708704)"
11/26/2017 11:52:00 AM,Medium,NE,BEHAVIOR CRISIS,P173300889,1500 GREENDALE RD,"1500 GREENDALE RD
BALTIMORE, MD
(39.336763, -76.593519)"
11/26/2017 10:23:00 AM,Medium,SD,BEHAVIOR CRISIS,P173300745,800 W HAMBURG ST,"800 W HAMBURG ST
BALTIMORE, MD
(39.280664, -76.62871)"
11/26/2017 04:28:00 AM,Medium,SE,BEHAVIOR CRISIS,P173300421,3500 NOBLE ST,"3500 NOBLE ST
BALTIMORE, MD
(39.293077, -76.568503)"
11/26/2017 02:52:00 AM,Medium,SW,BEHAVIOR CRISIS,P173300300,600 S CHAPELGATE LN,"600 S CHAPELGATE LN
BALTIMORE, MD
(39.276334, -76.701529)"
11/26/2017 01:37:00 AM,Medium,NE,BEHAVIOR CRISIS,P173300188,1000 ANDOVER RD,"1000 ANDOVER RD
BALTIMORE, MD
(39.336667, -76.601057)"
11/25/2017 11:52:00 PM,Medium,ND,BEHAVIOR CRISIS,P173292383,1100 HOMESTEAD ST,"1100 HOMESTEAD ST
BALTIMORE, MD
(39.324691, -76.602121)"
11/25/2017 10:48:00 PM,Medium,NE,BEHAVIOR CRISIS,P173292255,1300 SCHEELER AV,"1300 SCHEELER AV
BALTIMORE, MD
(39.308599, -76.533552)"
11/15/2017 11:04:00 PM,Medium,ND,BEHAVIOR CRISIS,P173192932,800 LENTON AV,"800 LENTON AV
BALTIMORE, MD
(39.366464, -76.604846)"
11/15/2017 11:13:00 PM,Medium,SW,BEHAVIOR CRISIS,P173192950,1600 N HILTON ST,"1600 N HILTON ST
BALTIMORE, MD
(39.30608, -76.672131)"
11/15/2017 11:19:00 PM,High,SW,BEHAVIOR CRISIS,P173192951,1600 N HILTON ST,"1600 N HILTON ST
BALTIMORE, MD
(39.30608, -76.672131)"
11/15/2017 11:12:00 PM,High,ND,BEHAVIOR CRISIS,P173192935,800 LENTON AV,"800 LENTON AV
BALTIMORE, MD
(39.366464, -76.604846)"
11/15/2017 11:21:00 PM,Medium,NE,BEHAVIOR CRISIS,P173192961,4800 ORVILLE AV,"4800 ORVILLE AV
BALTIMORE, MD
(39.30698, -76.558867)"
11/15/2017 09:52:00 PM,Medium,ND,BEHAVIOR CRISIS,P173192795,800 LENTON AV,"800 LENTON AV
BALTIMORE, MD
(39.366464, -76.604846)"
11/15/2017 09:03:00 PM,Medium,SW,BEHAVIOR CRISIS,P173192687,2900 PRESBURY ST,"2900 PRESBURY ST
BALTIMORE, MD
(39.307205, -76.666145)"
11/15/2017 08:39:00 PM,Medium,SD,BEHAVIOR CRISIS,P173192645,0 S CALHOUN ST,"0 S CALHOUN ST
BALTIMORE, MD
"
11/15/2017 08:26:00 PM,Medium,ED,BEHAVIOR CRISIS,P173192612,1600 E LANVALE ST,"1600 E LANVALE ST
BALTIMORE, MD
(39.309515, -76.596402)"
11/15/2017 08:00:00 PM,Medium,NE,BEHAVIOR CRISIS,P173192542,5000 ERDMAN AV,"5000 ERDMAN AV
BALTIMORE, MD
(39.306858, -76.559126)"
11/15/2017 06:49:00 PM,Medium,NE,BEHAVIOR CRISIS,P173192339,7100 HARFORD RD,"7100 HARFORD RD
BALTIMORE, MD
(39.367377, -76.548399)"
11/15/2017 06:24:00 PM,Medium,SW,BEHAVIOR CRISIS,P173192283,800 S CATON AV,"800 S CATON AV
BALTIMORE, MD
(39.275177, -76.671551)"
11/15/2017 05:48:00 PM,Medium,CD,BEHAVIOR CRISIS,P173192165,2200 MT ROYAL TE,"2200 MT
BALTIMORE, MD
"
11/15/2017 04:22:00 PM,Medium,ED,BEHAVIOR CRISIS,P173191872,1500 E BIDDLE ST,"1500 E BIDDLE ST
BALTIMORE, MD
(39.304136, -76.597962)"
11/15/2017 04:04:00 PM,Medium,ED,BEHAVIOR CRISIS,P173191795,1500 E BIDDLE ST,"1500 E BIDDLE ST
BALTIMORE, MD
(39.304136, -76.597962)"
11/15/2017 04:01:00 PM,Medium,ED,BEHAVIOR CRISIS,P173191783,1500 E BIDDLE ST,"1500 E BIDDLE ST
BALTIMORE, MD
(39.304136, -76.597962)"
11/15/2017 03:51:00 PM,Medium,SD,BEHAVIOR CRISIS,P173191763,900 W LOMBARD ST,"900 W LOMBARD ST
BALTIMORE, MD
(39.2868, -76.632167)"
11/15/2017 03:52:00 PM,Medium,SD,BEHAVIOR CRISIS,P173191748,900 W LOMBARD ST,"900 W LOMBARD ST
BALTIMORE, MD
(39.2868, -76.632167)"
11/15/2017 12:25:00 PM,Medium,NE,BEHAVIOR CRISIS,P173191127,5900 LEITH WK,"5900 LEITH
BALTIMORE, MD
(39.363459, -76.590631)"
11/15/2017 12:23:00 PM,Medium,CD,BEHAVIOR CRISIS,P173191132,1200 MYRTLE AV,"1200 MYRTLE AV
BALTIMORE, MD
(39.298446, -76.63194)"
11/15/2017 11:02:00 AM,Medium,NW,BEHAVIOR CRISIS,P173190922,6800 PARK HEIGHTS AV,"6800 PARK HEIGHTS AV
BALTIMORE, MD
(39.363705, -76.701472)"
11/15/2017 10:17:00 AM,Medium,NE,BEHAVIOR CRISIS,P173190818,5900 LEITH WK,"5900 LEITH
BALTIMORE, MD
(39.363459, -76.590631)"
11/15/2017 08:27:00 AM,Medium,ED,BEHAVIOR CRISIS,P173190559,1500 E BIDDLE ST,"1500 E BIDDLE ST
BALTIMORE, MD
(39.304136, -76.597962)"
11/15/2017 08:00:00 AM,Medium,NE,BEHAVIOR CRISIS,P173190507,6500 MOYER AV,"6500 MOYER AV
BALTIMORE, MD
(39.358246, -76.545455)"
11/15/2017 06:56:00 AM,Medium,WD,BEHAVIOR CRISIS,P173190399,1600 BAKER ST,"1600 BAKER ST
BALTIMORE, MD
(39.306736, -76.644019)"
11/15/2017 06:39:00 AM,Medium,NE,BEHAVIOR CRISIS,P173190388,6500 MOYER AV,"6500 MOYER AV
BALTIMORE, MD
(39.358246, -76.545455)"
11/12/2017 05:13:00 AM,Medium,ED,BEHAVIOR CRISIS,P173160421,2300 ASHLAND AV,"2300 ASHLAND AV
BALTIMORE, MD
(39.300869, -76.584793)"
11/12/2017 03:46:00 AM,Medium,SD,BEHAVIOR CRISIS,P173160360,0 S CALHOUN ST,"0 S CALHOUN ST
BALTIMORE, MD
"
11/12/2017 03:08:00 AM,Medium,NW,BEHAVIOR CRISIS,P173160315,5500 PRICE AV,"5500 PRICE AV
BALTIMORE, MD
(39.348916, -76.689153)"
11/12/2017 03:19:00 AM,Medium,SD,BEHAVIOR CRISIS,P173160331,0 S CALHOUN ST,"0 S CALHOUN ST
BALTIMORE, MD
"
11/12/2017 02:42:00 AM,Medium,ND,BEHAVIOR CRISIS,P173160277,2800 VIRGINIA AV,"2800 VIRGINIA AV
BALTIMORE, MD
(39.234758, -76.641513)"
11/12/2017 02:57:00 AM,Medium,SD,BEHAVIOR CRISIS,P173160300,0 S CALHOUN ST,"0 S CALHOUN ST
BALTIMORE, MD
"
11/11/2017 08:55:00 PM,Medium,SD,BEHAVIOR CRISIS,P173152202,0 S CALHOUN ST,"0 S CALHOUN ST
BALTIMORE, MD
"
11/11/2017 06:15:00 PM,Medium,ED,BEHAVIOR CRISIS,P173151851,600 FALLSWAY,"600 FALLSWAY
BALTIMORE, MD
(39.29696, -76.610189)"
11/11/2017 05:24:00 PM,Medium,SD,BEHAVIOR CRISIS,P173151720,2000 HAINES ST,"2000 HAINES ST
BALTIMORE, MD
(39.272725, -76.629069)"
11/11/2017 05:30:00 PM,Medium,ED,BEHAVIOR CRISIS,P173151742,1200 N ROSE ST,"1200 N ROSE ST
BALTIMORE, MD
(39.305251, -76.582184)"
11/11/2017 05:15:00 PM,Medium,ED,BEHAVIOR CRISIS,P173151700,1000 N KENWOOD AV,"1000 N KENWOOD AV
BALTIMORE, MD
(39.302752, -76.578296)"
11/11/2017 05:04:00 PM,Medium,NE,BEHAVIOR CRISIS,P173151676,3600 LYNDALE AV,"3600 LYNDALE AV
BALTIMORE, MD
(39.316513, -76.568758)"
11/11/2017 03:57:00 PM,Medium,SD,BEHAVIOR CRISIS,P173151528,4200 GRACE CT,"4200 GRACE CT
BALTIMORE, MD
(39.227546, -76.587507)"
11/11/2017 04:06:00 PM,Medium,ED,BEHAVIOR CRISIS,P173151550,1700 E LAFAYETTE AV,"1700 E LAFAYETTE AV
BALTIMORE, MD
(39.31065, -76.594453)"
11/11/2017 03:46:00 PM,Medium,CD,BEHAVIOR CRISIS,P173151497,1800 DRUID HILL AV,"1800 DRUID HILL AV
BALTIMORE, MD
(39.306008, -76.633577)"
11/11/2017 02:15:00 PM,Medium,NW,BEHAVIOR CRISIS,P173151298,2700 N HILTON ST,"2700 N HILTON ST
BALTIMORE, MD
(39.318424, -76.672907)"
11/11/2017 01:57:00 PM,Medium,SW,BEHAVIOR CRISIS,P173151261,4000 CRANSTON AV,"4000 CRANSTON AV
BALTIMORE, MD
(39.296396, -76.682594)"
11/11/2017 11:58:00 AM,Medium,NE,BEHAVIOR CRISIS,P173151003,4700 WOODLEA AV,"4700 WOODLEA AV
BALTIMORE, MD
(39.329795, -76.551684)"
11/11/2017 11:29:00 AM,Medium,SD,BEHAVIOR CRISIS,P173150948,600 HILLVIEW RD,"600 HILLVIEW RD
BALTIMORE, MD
(39.251223, -76.62279)"
11/11/2017 10:37:00 AM,Medium,CD,BEHAVIOR CRISIS,P173150826,2200 CALLOW AV,"2200 CALLOW AV
BALTIMORE, MD
(39.312919, -76.631349)"
11/11/2017 08:19:00 AM,Medium,NW,BEHAVIOR CRISIS,P173150600,5400 CLOVER RD,"5400 CLOVER RD
BALTIMORE, MD
(39.351088, -76.680665)"
11/11/2017 04:38:00 AM,Medium,NE,BEHAVIOR CRISIS,P173150401,5000 WALTHER AV,"5000 WALTHER AV
BALTIMORE, MD
(39.343861, -76.560404)"
11/10/2017 11:35:00 PM,Medium,SE,BEHAVIOR CRISIS,P173143029,700 BLK S ANN ST,"700 BLK S ANN ST
BALTIMORE, MD
(39.283204, -76.59124)"
11/10/2017 11:24:00 PM,Medium,NE,BEHAVIOR CRISIS,P173143003,6500 MOYER AV,"6500 MOYER AV
BALTIMORE, MD
(39.358246, -76.545455)"
11/10/2017 10:46:00 PM,Medium,SE,BEHAVIOR CRISIS,P173142872,200 BLK S CLINTON ST,"200 BLK S CLINTON ST
BALTIMORE, MD
(39.289571, -76.570178)"
11/10/2017 10:12:00 PM,Medium,SE,BEHAVIOR CRISIS,P173142785,1000 E BALTIMORE ST,"1000 E BALTIMORE ST
BALTIMORE, MD
(39.290437, -76.603127)"
11/10/2017 09:55:00 PM,Medium,CD,BEHAVIOR CRISIS,P173142751,2500 LAKEVIEW AV,"2500 LAKEVIEW AV
BALTIMORE, MD
(39.231534, -76.459213)"
11/10/2017 09:20:00 PM,Medium,ND,BEHAVIOR CRISIS,P173142673,2300 N CHARLES ST,"2300 N CHARLES ST
BALTIMORE, MD
(39.315422, -76.616824)"
11/10/2017 08:49:00 PM,Medium,CD,BEHAVIOR CRISIS,P173142604,600 E PRATT ST,"600 E PRATT ST
BALTIMORE, MD
(39.286741, -76.607769)"
11/10/2017 08:34:00 PM,Medium,SW,BEHAVIOR CRISIS,P173142566,2500 HOLLINS ST,"2500 HOLLINS ST
BALTIMORE, MD
(39.286707, -76.656377)"
11/10/2017 08:27:00 PM,Medium,WD,BEHAVIOR CRISIS,P173142559,1900 W FAYETTE ST,"1900 W FAYETTE ST
BALTIMORE, MD
(39.289418, -76.647148)"
11/10/2017 08:28:00 PM,Medium,NE,BEHAVIOR CRISIS,P173142550,5000 WALTHER AV,"5000 WALTHER AV
BALTIMORE, MD
(39.343861, -76.560404)"
11/10/2017 07:32:00 PM,Medium,CD,BEHAVIOR CRISIS,P173142395,600 E PRATT ST,"600 E PRATT ST
BALTIMORE, MD
(39.286741, -76.607769)"
11/10/2017 05:51:00 PM,Medium,ED,BEHAVIOR CRISIS,P173142078,5000 E MONUMENT ST,"5000 E MONUMENT ST
BALTIMORE, MD
(39.300065, -76.553651)"
11/10/2017 05:38:00 PM,Medium,SE,BEHAVIOR CRISIS,P173142043,1000 E BALTIMORE ST,"1000 E BALTIMORE ST
BALTIMORE, MD
(39.290437, -76.603127)"
11/10/2017 05:09:00 PM,Medium,NE,BEHAVIOR CRISIS,P173141950,3400 ELMORA AV,"3400 ELMORA AV
BALTIMORE, MD
(39.315891, -76.575719)"
11/10/2017 03:40:00 PM,Medium,WD,BEHAVIOR CRISIS,P173141710,2500 CALVERTON HEIGHTS AV,"2500 CALVERTON HEIGHTS AV
BALTIMORE, MD
(39.29759, -76.65664)"
11/10/2017 03:47:00 PM,Medium,WD,BEHAVIOR CRISIS,P173141730,1700 MCKEAN AV,"1700 MCKEAN AV
BALTIMORE, MD
(39.308004, -76.647206)"
11/10/2017 02:14:00 PM,Medium,ND,BEHAVIOR CRISIS,P173141469,5100 YORK RD,"5100 YORK RD
BALTIMORE, MD
(39.350595, -76.609722)"
11/10/2017 02:16:00 PM,Medium,SW,BEHAVIOR CRISIS,P173141482,2700 DULANY ST,"2700 DULANY ST
BALTIMORE, MD
(39.279196, -76.659)"
11/10/2017 12:45:00 PM,Medium,ND,BEHAVIOR CRISIS,P173141242,4600 PALL MALL RD,"4600 PALL MALL RD
BALTIMORE, MD
(39.342183, -76.665004)"
11/10/2017 12:59:00 PM,Medium,WD,BEHAVIOR CRISIS,P173141266,2800 WOODBROOK AV,"2800 WOODBROOK AV
BALTIMORE, MD
(39.314118, -76.645846)"
11/10/2017 11:42:00 AM,Medium,NE,BEHAVIOR CRISIS,P173141093,3900 WHITE AV,"3900 WHITE AV
BALTIMORE, MD
(39.346951, -76.546824)"
11/10/2017 11:53:00 AM,Medium,NE,BEHAVIOR CRISIS,P173141102,4400 PARKSIDE DR,"4400 PARKSIDE DR
BALTIMORE, MD
(39.324599, -76.561842)"
11/10/2017 09:38:00 AM,Medium,NW,BEHAVIOR CRISIS,P173140770,5400 CLOVER RD,"5400 CLOVER RD
BALTIMORE, MD
(39.351088, -76.680665)"
11/10/2017 09:16:00 AM,Medium,SE,BEHAVIOR CRISIS,P173140704,200 N DALLAS CT,"200 N DALLAS CT
BALTIMORE, MD
(39.293531, -76.596217)"
11/10/2017 08:55:00 AM,Medium,NE,BEHAVIOR CRISIS,P173140648,5400 CATALPHA RD,"5400 CATALPHA RD
BALTIMORE, MD
(39.355061, -76.56866)"
11/10/2017 07:01:00 AM,Medium,NW,BEHAVIOR CRISIS,P173140447,2900 RIDGEWOOD AV,"2900 RIDGEWOOD AV
BALTIMORE, MD
(39.339142, -76.670943)"
11/10/2017 06:52:00 AM,Medium,NW,BEHAVIOR CRISIS,P173140434,2900 RIDGEWOOD AV,"2900 RIDGEWOOD AV
BALTIMORE, MD
(39.339142, -76.670943)"
11/10/2017 06:04:00 AM,Medium,SW,BEHAVIOR CRISIS,P173140389,700 POPLAR GROVE ST,"700 POPLAR GROVE ST
BALTIMORE, MD
(39.295627, -76.664985)"
11/10/2017 02:49:00 AM,Medium,ED,BEHAVIOR CRISIS,P173140233,1600 DARLEY AV,"1600 DARLEY AV
BALTIMORE, MD
(39.314744, -76.596155)"
11/10/2017 03:12:00 AM,Medium,SW,BEHAVIOR CRISIS,P173140261,3300 BENSON AV,"3300 BENSON AV
BALTIMORE, MD
(39.267876, -76.67076)"
11/09/2017 09:21:00 PM,Medium,ED,BEHAVIOR CRISIS,P173132803,1600 E MADISON ST,"1600 E MADISON ST
BALTIMORE, MD
(39.299413, -76.59577)"
11/09/2017 07:37:00 PM,Medium,CD,BEHAVIOR CRISIS,P173132514,500 DOLPHIN ST,"500 DOLPHIN ST
BALTIMORE, MD
(39.300872, -76.627956)"
11/09/2017 07:02:00 PM,Medium,CD,BEHAVIOR CRISIS,P173132394,300 N CHARLES ST,"300 N CHARLES ST
BALTIMORE, MD
(39.292683, -76.615368)"
11/21/2017 01:55:00 PM,Medium,NE,BEHAVIOR CRISIS,P173251367,2800 LAKE AV,"2800 LAKE AV
BALTIMORE, MD
(39.323894, -76.574004)"
11/21/2017 01:34:00 PM,Medium,SD,BEHAVIOR CRISIS,P173251284,400 E JEFFREY ST,"400 E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
11/21/2017 01:10:00 PM,Medium,NE,BEHAVIOR CRISIS,P173251236,5600 CEDONIA AV,"5600 CEDONIA AV
BALTIMORE, MD
(39.33647, -76.533138)"
11/21/2017 09:56:00 AM,Medium,ED,BEHAVIOR CRISIS,P173250741,1300 N CHESTER ST,"1300 N CHESTER ST
BALTIMORE, MD
(39.305721, -76.588286)"
11/21/2017 09:49:00 AM,Medium,SS,BEHAVIOR CRISIS,P173250731,0 S GREENE ST,"0 S GREENE ST
BALTIMORE, MD
"
11/21/2017 09:23:00 AM,Medium,NW,BEHAVIOR CRISIS,P173250678,4600 PARK HEIGHTS AV,"4600 PARK HEIGHTS AV
BALTIMORE, MD
(39.342442, -76.668791)"
11/21/2017 08:19:00 AM,Medium,SE,BEHAVIOR CRISIS,P173250518,400 ELRINO ST,"400 ELRINO ST
BALTIMORE, MD
(39.288953, -76.542916)"
11/21/2017 01:52:00 AM,Medium,NE,BEHAVIOR CRISIS,P173250148,1800 E 28TH ST,"1800 E 28TH ST
BALTIMORE, MD
(39.323836, -76.590531)"
11/20/2017 11:14:00 PM,Medium,NW,BEHAVIOR CRISIS,P173242729,3600 REISTERSTOWN RD,"3600 REISTERSTOWN RD
BALTIMORE, MD
(39.329039, -76.660349)"
11/20/2017 09:28:00 PM,Medium,SD,BEHAVIOR CRISIS,P173242491,100 W HAMBURG ST,"100 W HAMBURG ST
BALTIMORE, MD
(39.277775, -76.615621)"
11/20/2017 09:16:00 PM,Medium,ND,BEHAVIOR CRISIS,P173242478,700 W 40TH ST,"700 W 40TH ST
BALTIMORE, MD
(39.33715, -76.629375)"
11/20/2017 08:15:00 PM,Medium,WD,BEHAVIOR CRISIS,P173242330,1300 N STOCKTON ST,"1300 N STOCKTON ST
BALTIMORE, MD
(39.303575, -76.63747)"
11/20/2017 08:03:00 PM,Medium,NE,BEHAVIOR CRISIS,P173242301,4400 KAVON AV,"4400 KAVON AV
BALTIMORE, MD
(39.32819, -76.562222)"
11/20/2017 07:32:00 PM,Medium,WD,BEHAVIOR CRISIS,P173242215,2100 KOKO LN,"2100 KOKO LN
BALTIMORE, MD
(39.311525, -76.663254)"
11/20/2017 07:27:00 PM,Medium,NW,BEHAVIOR CRISIS,P173242201,6500 PARK HEIGHTS AV,"6500 PARK HEIGHTS AV
BALTIMORE, MD
(39.360608, -76.697626)"
11/20/2017 06:20:00 PM,Medium,NE,BEHAVIOR CRISIS,P173242050,5000 ERDMAN AV,"5000 ERDMAN AV
BALTIMORE, MD
(39.306858, -76.559126)"
11/20/2017 06:18:00 PM,Medium,SE,BEHAVIOR CRISIS,P173242040,500 N ELLWOOD AV,"500 N ELLWOOD AV
BALTIMORE, MD
(39.297079, -76.573659)"
11/20/2017 05:06:00 PM,Medium,NW,BEHAVIOR CRISIS,P173241842,4600 PARK HEIGHTS AV,"4600 PARK HEIGHTS AV
BALTIMORE, MD
(39.342442, -76.668791)"
11/20/2017 04:47:00 PM,Medium,SE,BEHAVIOR CRISIS,P173241774,6600 O'DONNELL ST,"6600 O DONNELL ST
BALTIMORE, MD
(39.28182, -76.535474)"
11/20/2017 04:51:00 PM,Medium,SE,BEHAVIOR CRISIS,P173241795,500 N ELLWOOD AV,"500 N ELLWOOD AV
BALTIMORE, MD
(39.297079, -76.573659)"
11/20/2017 03:59:00 PM,Medium,NW,BEHAVIOR CRISIS,P173241603,4200 PRIMROSE AV,"4200 PRIMROSE AV
BALTIMORE, MD
(39.349472, -76.696021)"
11/20/2017 03:11:00 PM,Medium,ND,BEHAVIOR CRISIS,P173241454,2200 MARYLAND AV,"2200 MARYLAND AV
BALTIMORE, MD
(39.314302, -76.618112)"
11/20/2017 02:15:00 PM,Medium,ED,BEHAVIOR CRISIS,P173241321,1600 E MADISON ST,"1600 E MADISON ST
BALTIMORE, MD
(39.299413, -76.59577)"
11/20/2017 01:37:00 PM,Medium,NE,BEHAVIOR CRISIS,P173241223,2000 E 30TH ST,"2000 E 30TH ST
BALTIMORE, MD
(39.325381, -76.587516)"
11/20/2017 01:28:00 PM,Medium,ED,BEHAVIOR CRISIS,P173241196,2100 ASHLAND AV,"2100 ASHLAND AV
BALTIMORE, MD
(39.300776, -76.587549)"
11/20/2017 01:22:00 PM,Medium,ED,BEHAVIOR CRISIS,P173241182,2700 MURA ST,"2700 MURA ST
BALTIMORE, MD
(39.305388, -76.579707)"
11/20/2017 12:56:00 PM,Medium,ED,BEHAVIOR CRISIS,P173241118,2100 ASHLAND AV,"2100 ASHLAND AV
BALTIMORE, MD
(39.300776, -76.587549)"
11/20/2017 12:47:00 PM,Medium,SE,BEHAVIOR CRISIS,P173241098,200 S BROADWAY,"200 S BROADWAY
BALTIMORE, MD
(39.289063, -76.593795)"
